436,493,나 이제 주님의 새 생명 얻은 몸,주와동행
437,,하늘 보좌 떠나서,주와동행
438,495,내 영혼이 은총 입어,주와동행
439,496,십자가로 가까이,주와동행
440,497,어디든지 예수 나를 이끌면,주와동행
441,498,은혜 구한 내게 은혜의 주님,주와동행
442,499,저 장미꽃 위에 이슬,주와동행
443,,아침 햇살 비칠 때,주와동행
444,,겟세마네 동산에서,주와동행
445,502,태산을 넘어 험곡에 가도,주와동행
446,500,주 음성 외에는,주와동행
447,448,이 세상 끝날까지,주와동행
448,,주님 가신 길을 따라,제자의도리
449,377,예수 따라가며,제자의도리
450,376,내 평생 소원 이것뿐,제자의도리
451,504,예수 영광 버리사,제자의도리
452,505,내 모든 소원 기도의 제목,제자의도리
453,506,예수 더 알기 원하네,제자의도리
454,508,주와 같이 되기를,제자의도리
455,507,주님의 마음을 본받는 자,제자의도리
456,509,거친 세상에서 실패하거든,제자의도리
457,510,겟세마네 동산의,제자의도리
458,513,너희 마음에 슬픔이 가득할 때,제자의도리
459,514,누가 주를 따라,제자의도리
460,515,뜻없이 무릎 꿇는,제자의도리
461,519,십자가를 질 수 있나,제자의도리
462,517,생명 진리 은혜 되신,제자의도리
463,518,신자 되기 원합니다.,제자의도리
464,,믿음의 새 빛을,제자의도리
465,523,주 믿는 나 남 위해,제자의도리
466,,죽기까지 사랑하신 주,제자의도리
467,,높으신 주께서 낮아지심은,제자의도리
468,,큰 사랑의 생명을,제자의도리
469,,내 주 하나님,제자의도리
470,,나의 몸 이상하여,신유의권능
471,528,주여 나의 병든 몸을,신유의권능
472,530,네 병든 손 내밀라고,신유의권능
473,,괴로움과 고통을,신유의권능
474,,의원되신 예수님의,신유의권능
475,272,인류는 하나 되게,화해와평화
476,,꽃이 피고 새가 우는,자연과환경
477,,하나님이 창조하신,자연과환경
478,78,참 아름다워라,자연과환경
479,290,괴로운 인생길 가는 몸이,미래와소망
480,293,천국에서 만나 보자,미래와소망
481,531,때 저 물어 날 이미 어두니,미래와소망
482,49,참 즐거운 노래를,미래와소망
483,532,구름 같은 이 세상,미래와소망
484,533,내 맘의 주여 소망 되소서,미래와소망
485,534,세월이 흘러가는데,미래와소망
486,474,이 세상에 근심된 일이 많고,미래와소망
487,535,어두움 후에 빛이 오며,미래와소망
488,488,내 영혼에 햇빛 비치니,감사의생활
488,539,이 몸의 소망 무엔가,미래와소망
489,541,저 요단강 건너편에,미래와소망
490,542,주여 지난 밤 내 꿈에,미래와소망
491,543,저 높은 곳을 향하여,미래와소망
492,544,잠시 세상에 내가 살면서,미래와소망
493,545,하늘 가는 밝은 길이,미래와소망
494,188,만세 반석 열리니,미래와소망
495,271,익은 곳식 거둘 자가,전도
496,260,새벽부터 우리,전도
497,274,주 예수 넓은 사랑,전도
498,275,저 죽어가는 자 다 구원하고,전도
499,277,흑암에 사는 백성들을 보라,전도
